subject,topic,question,A,B,C,D,answer,explanation
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của quy luật “tất cả hoặc không”, NGOẠI TRỪ:",Kích thích dưới ngưỡng thì không đáp ứng,Kích thích bằng hoặc trên ngưỡng thì đáp ứng tối đa,Kích thích càng mạnh thì tần số xung động sẽ càng cao,Kích thích càng yếu thì tần số xung động sẽ càng cao,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tuân theo quy luật ""tất cả hoặc không"": kích thích dưới ngưỡng thì không đáp ứng; kích thích bằng hoặc trên ngưỡng thì đáp ứng tối đa về mặt biên độ. Tuy nhiên kích thích càng mạnh thì tần số xung động sẽ càng cao.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Kích thích càng yếu thì tần số xung động sẽ càng cao) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của thụ thể nhận cảm nhiệt lạnh:,Có tính chất thích nghi nhanh nhưng không hoàn toàn,Còn có tên gọi tiểu thể Ruffini,Bắt đầu kích thích ở nhiệt độ 20 - 25 độ C,Mất hẳn ở nhiệt độ 30 độ C,A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Thụ thể nhiệt nhất là thụ thể lạnh có tính thích nghi rất nhanh nhưng không hoàn toàn.. Vì vậy đáp án A (Có tính chất thích nghi nhanh nhưng không hoàn toàn) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Tổn thương vùng nhận cảm xúc giác I tại thùy đỉnh của vỏ não, bệnh nhân có biểu hiện, NGOẠI TRỪ:",Không ảnh hưởng đến khả năng nhận biết hình dạng và tính chất của bề mặt của vật,Không cảm nhận được sự thay đổi áp suất lên cơ thể,Không đánh giá đúng trọng lượng của vật,"Cảm giác nhiệt và đau nhưng không cảm nhận được chính xác tính chất, cường độ, vị trí",A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Tổn thương vùng này: bệnh nhân không cảm nhận được sự thay đổi áp suất lên cơ thể, không đánh giá đúng trọng lượng của vật, không nhận biết được hình dạng của vật và tính chất bề mặt của vật..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Không ảnh hưởng đến khả năng nhận biết hình dạng và tính chất của bề mặt của vật) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của đường dẫn truyền hướng tâm cảm giác đau, NGOẠI TRỪ:",Có 3 nơron tham gia dẫn truyền,Dẫn truyền theo bó gai thị sau,"Xung động được dẫn truyền theo bó gai lưới tận cùng ở cấu tạo lưới thuộc hành não, cầu não, não giữa cả hai bên",Noron thứ ba có sợi trục tận cùng ở nền não và vùng cảm giác đau của vỏ não,B,"Theo DeCuong2025_SinhLyThanKinh.docx, Dẫn truyền theo hai bó: gai thị sau và gai thị trước. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Dẫn truyền theo bó gai thị sau) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm cảm giác nhiệt, NGOẠI TRỪ:",Thụ thể cảm nhận lạnh là tiểu thể Knauss,Thụ thể lạnh có tính thích nghi rất nhanh nhưng không hoàn toàn,Trung tâm cảm giác nhiệt ở vỏ não,Thụ thể nóng nhiều gấp 3-10 lần thụ thể lạnh,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Phân bố thụ thể nhiệt: nằm ở lớp nông của da, tách xa nhau, mỗi thụ thể chi phối 1 vùng khoảng 1mm. Gây cảm giác nhiệt nhờ hiện tượng cộng kích thích. Thụ thể lạnh nhiều gấp 3-10 lần thụ thể nóng và nằm ở nông hơn..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Thụ thể nóng nhiều gấp 3-10 lần thụ thể lạnh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm hệ thần kinh phó giao cảm, NGOẠI TRỪ:",Đáp ứng lan tỏa do sợi tiền hạch tạo nhiều synap với sợi hậu hạch,"Trung tâm nằm ở vùng trung não, hành não","Sợi tiền hạch dài, sợi hậu hạch ngắn",75% các sợi phó giao cảm nằm trong dây thần kinh số X,A,"Theo DeCuong2025_SinhLyThanKinh.docx, Hệ giao cảm: Một sợi tiền hạch thường tạo synap với khoảng 20 sợi hậu hạch nên khi kích thích ảnh hưởng giao cảm thường lan rộng.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Đáp ứng lan tỏa do sợi tiền hạch tạo nhiều synap với sợi hậu hạch) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm cảm giác đau, NGOẠI TRỪ:",Thụ thể cảm giác đau là đầu dây tự do của dây thần kinh,Phân bố thụ thể ở lớp nông của da,Loại sợi C không có myelin dẫn truyền nhanh cảm giác đau mạn,Vỏ não đánh giá đau về chất,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác đau mạn.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Loại sợi C không có myelin dẫn truyền nhanh cảm giác đau mạn) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của phản xạ không điều kiện, NGOẠI TRỪ:",Có tính chất bẩm sinh,Có tính chất chủng loài,Có tính chất di truyền,Trung tâm phản xạ ở vỏ não,D,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Trung tâm phản xạ ở vùng dưới vỏ. Ví dụ: trung tâm phản xạ gót chân, phản xạ da bìu ở tủy sống.; Phản xạ có điều kiện: Trung tâm phản xạ ở vỏ não (nơi hình thành đường liên lạc tạm thời).. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Trung tâm phản xạ ở vỏ não) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sự chi phối của thần kinh phó giao cảm tới tuyến mang tai xuất phát từ:,Dây III,Dây VII,Dây IX,Dây X,C,"Theo book_17_SinhLyTKVanDong_raw.docx, Xuất phát: Hành não: dây IX; Nơi chi phối: Tuyến mang tai. Vì vậy đáp án C (Dây IX) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm phản xạ không điều kiện, NGOẠI TRỪ:",Có tính chất bẩm sinh,Có tính cá thể,Có tính chất di truyền,Có tính vĩnh viễn suốt đời,B,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất chủng loài. Ví dụ: nhím gặp nguy hiểm dựng lông, cuộn tròn; Phản xạ có điều kiện: Có tính chất cá thể. Ví dụ: xiếc, đặt tên cho chó.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Có tính cá thể) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi trục tham gia dẫn truyền tín hiệu chi phối vận động cho cơ vân - sợi ngoại suốt:,A alpha,A gamma,A beta,A delta,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Trên màng đuôi gai, thân và thậm chí có khi màng sợi trục của nơron có các thụ thể tiếp nhận các kích thích khác nhau. Sau khi tiếp nhận thông tin.... Vì vậy đáp án A (A alpha) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Chặng dẫn truyền hướng tâm cảm giác xúc giác từ ngoại biên về đồi thị có đặc điểm:,"Dẫn truyền theo 02 loại sợi: A beta dẫn truyền cảm giác xúc giác tinh tế, C dẫn truyền cảm giác xúc giác thô sơ",Có 2 nơron tham gia,Từ tủy sống chỉ đi theo bó gai thị trước đến tận cùng ở chất lưới thân não và phức hợp bụng nền ở đồi thị,"Vị trí bắt chéo tại nơron thứ 2, thân nằm sừng sau tủy sống, sợi trục bắt chéo sang bên đối diện",A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác xúc giác thô sơ như áp suất lên toàn thân, ngứa.... Vì vậy đáp án A (Dẫn truyền theo 02 loại sợi: A beta dẫn truyền cảm giác xúc giác tinh tế, C dẫn truyền cảm giác xúc giác thô sơ) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ Cholinergic, NGOẠI TRỪ:",Acetylcholin tổng hợp ở tận cùng sợi cholinergic,Thời gian tác dụng Acetylcholin trong vài phút,Có 2 loại thụ thể,Thụ thể Nicotinic N1 nằm trên tế bào hậu hạch trong synap với sợi tiền hạch giao cảm và phó giao cảm,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thời gian tác dụng vài giây.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Thời gian tác dụng Acetylcholin trong vài phút) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Ảnh hưởng của thiếu oxy lên tính hưng phấn của noron:,Ngừng hưng phấn và gây mất tri giác sau 3-5 giây,Tăng tính hưng phấn có thể gây co giật,Giảm tính hưng phấn có thể gây hôn mê,Ngừng hưng phấn và gây hôn mê,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Ảnh hưởng của oxy: thiếu oxy, noron sẽ ngưng hưng phấn và gây mất tri giác sau 3-5 giây.. Vì vậy đáp án A (Ngừng hưng phấn và gây mất tri giác sau 3-5 giây) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của phó giao cảm, NGOẠI TRỪ:",Noron hậu hạch có thân ở cạnh hạch phó giao cảm,"Hạch phó giao cảm xa trung tâm, gần tạng",Hạch mi thuộc dây thần kinh VII,Trung tâm ở chất xám tủy sống S2-S4,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Hạch mi: thuộc dây thần kinh III.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Hạch mi thuộc dây thần kinh VII) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của chất dẫn truyền thần kinh Achetylcholin, NGOẠI TRỪ:",Được tổng hợp tại thân tế bào thần kinh,Nhờ enzyme Acetylcholine Transferase tổng hợp,Thời gian tác dụng nhanh và ngắn,Bị bất hoạt bởi enzyme Cholinesterase,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Tế bào Schwann: tổng hợp myelin trong hệ thần kinh ngoại biên.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Được tổng hợp tại thân tế bào thần kinh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm các Thụ thể xúc giác, NGOẠI TRỪ:","Có ít ở phần trên đùi, mặt trước cẳng tay, đầu mũi, mặt dưới ngón chân cái","Tập trung nhiều ở đầu ngón tay, đầu lưỡi, môi","Độ nhạy cảm của Thụ thể xúc giác thay đổi theo cá thể, tập luyện","Kích thích gây cảm giác xúc giác là những kích thích cơ học như va chạm, áp suất",A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Phân bố thụ thể xúc giác: nhiều ở đầu ngón tay, đầu lưỡi, môi, đầu mũi, mặt dưới ngón chân cái. Có ít ở phần trên đùi, mặt trước cẳng tay, mặt trong cẳng chân, cổ và phần da che xương.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Có ít ở phần trên đùi, mặt trước cẳng tay, đầu mũi, mặt dưới ngón chân cái) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm phản xạ có điều kiện, NGOẠI TRỪ:",Trung tâm phản xạ là vùng dưới vỏ,Có tính chất tạm thời,Có tính chất cá thể,Không có tính di truyền,A,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Trung tâm phản xạ ở vùng dưới vỏ. Ví dụ: trung tâm phản xạ gót chân, phản xạ da bìu ở tủy sống.; Phản xạ có điều kiện: Trung tâm phản xạ ở vỏ não (nơi hình thành đường liên lạc tạm thời).. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Trung tâm phản xạ là vùng dưới vỏ) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Hạch bướm khẩu cái thuộc dây thần kinh:,III,VII,IX,X,B,"Theo book_17_SinhLyTKVanDong_raw.docx, Hạch bướm khẩu cái: thuộc dây thần kinh VII.. Vì vậy đáp án B (VII) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm phản xạ không điều kiện:,Có tính chất tập luyện,Có tính cá thể,Có tính chất di truyền,Có tính chất tạm thời,C,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất di truyền; Phản xạ có điều kiện: Không di truyền.. Vì vậy đáp án C (Có tính chất di truyền) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền hướng tâm cảm giác nhiệt có đặc điểm, NGOẠI TRỪ:",Có 3 noron tham gia,Từ tủy sống đi theo bó gai thị trước đến phức hợp bụng nền ở đồi thị và chất lưới thân não rồi lên đến vỏ não,"Vị trí bắt chéo tại noron thứ 2, thân nằm sừng sau tủy sống, sợi trục bắt chéo sang bên đối diện","Dẫn truyền theo 02 loại sợi: Aβ dẫn truyền cảm giác nhiệt nóng, C dẫn truyền cảm giác nhiệt lạnh",D,"Theo DeCuong2025_SinhLyThanKinh.docx, Vỏ não cảm giác nhiệt nằm ở thùy đỉnh, tại đây có những nơron nhận cảm đặc hiệu với nóng, lạnh cho từng vùng riêng của cơ thể.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Dẫn truyền theo 02 loại sợi: Aβ dẫn truyền cảm giác nhiệt nóng, C dẫn truyền cảm giác nhiệt lạnh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Đặc điểm của hệ cholinergic:,Là những sợi bài tiết acetylcholin,Có 4 loại thụ thể,Tất cả các sợi hậu hạch giao cảm và phó giao cảm đều thuộc hệ này,Thụ thể nicotinic nằm trên tế bào đáp ứng trong synap với sợi hậu hạch phó giao cảm,A,"Theo DeCuong2025_SinhLyThanKinh.docx, Sợi bài tiết acetylcholin được gọi là sợi cholinergic, gồm:. Vì vậy đáp án A (Là những sợi bài tiết acetylcholin) là phù hợp với nội dung bài."
